	ID	Fwy	Dir	District	County	City	State_PM	Abs_PM	Latitude	Longitude	Length	Type	Lanes	Name	User_ID_1	User_ID_2	User_ID_3	User_ID_4	Date
2420	404414	80	W	4	13		5.21	18.543	37.96584	-122.323262	0.34	ML	4	W of El Portal Drive	DT466	L4-W-28-080-00521	080182	419718	2013_12_13
3820	404414	80	W	4	13		5.21	18.543	37.96584	-122.323262	0.34	ML	4	W of El Portal Drive	DT466	L4-W-28-080-00521	080182	419718	2014_02_21
5069	404414	80	W	4	13		5.21	18.543	37.96584	-122.323262	0.34	ML	4	W of El Portal Drive	DT466	L4-W-28-080-00521	080182	419718	2014_03_07
2421	404415	80	W	4	1	53000.0	1.28	6.59	37.821864	-122.326633	0.135	ML	5	Base of the Bay Bridge	DT349	L5-W-33-080-00128	998966	433966	2013_12_13
3821	404415	80	W	4	1	53000.0	1.22	6.53	37.821688	-122.327712	0.14	ML	5	Base of the Bay Bridge	DT648	L5-W-33-080-00122	998966	433966	2014_02_21
3822	404416	80	W	4	1	53000.0	1.43	6.74	37.822342	-122.323875	0.595	ML	5	1400' E of Bay Bridge	DT648	L5-W-33-080-00143	996901	433976	2014_02_21
2422	404416	80	W	4	1	53000.0	1.42	6.73	37.822311	-122.324059	0.565	ML	5	1400' E of Bay Bridge	DT349	L5-W-33-080-00142	996901	433976	2013_12_13
2423	404417	80	W	4	75	67000.0	4.38	0.892	37.773452	-122.406817	0.175	ML	4	Harriet St/6th St	DT215	M4-W-34-080-00438	802106	425792	2013_12_13
2424	404418	80	W	4	75	67000.0	4.73	1.242	37.777547	-122.402781	1.194	ML	4	5th St	DT217	M4-W-34-080-00473	080108	425798	2013_12_13
2425	404428	85	N	4	85	68000.0	.16	0.16	37.241693	-121.770495	0.06	ML	2	Bernal Rd.  Between 101 and 85	DTB97	L2-N-37-085-00016	998816	417778	2013_12_13
2426	404429	85	N	4	85		20.72	20.896	37.364158	-122.062716	0.855	ML	3	0.85 mi N of Fremont Ave	Z77290	U3-N-37-085-02072	977290	432872	2013_12_13
5070	404429	85	N	4	85		20.72	20.896	37.364158	-122.062716	0.855	ML	3	0.85 mi N of Fremont Ave	Z77290	U3-N-37-085-02072	977290	432872	2014_03_07
3823	404429	85	N	4	85		20.72	20.896	37.364158	-122.062716	0.855	ML	3	0.85 mi N of Fremont Ave	Z77290	U3-N-37-085-02072	977290	432872	2014_02_21
2427	404430	85	N	4	85	68000.0	.11	0.11	37.241636	-121.767999		OR	2	Bernal Rd on loop	DT327	a2-N-37-085-00011	799335	433481	2013_12_13
3824	404430	85	N	4	85	68000.0	.11	0.11	37.241636	-121.767999		OR	2	Bernal Rd on loop	DT327	a2-N-37-085-00011	799335	433481	2014_02_21
5071	404430	85	N	4	85	68000.0	.11	0.11	37.241636	-121.767999		OR	2	Bernal Rd on loop	DT327	a2-N-37-085-00011	799335	433481	2014_03_07
3825	404431	85	N	4	85	68000.0	.81	0.81	37.240325	-121.782062		OR	2	Great Oaks Blvd/Monterey Hwy	DT367	a2-N-37-085-00081	799338	433483	2014_02_21
2428	404431	85	N	4	85	68000.0	.81	0.81	37.240325	-121.782062		OR	2	Great Oaks Blvd/Monterey Hwy	DT367	a2-N-37-085-00081	799338	433483	2013_12_13
5072	404431	85	N	4	85	68000.0	.81	0.81	37.240325	-121.782062		OR	2	Great Oaks Blvd/Monterey Hwy	DT367	a2-N-37-085-00081	799338	433483	2014_03_07
3826	404432	85	N	4	85	68000.0	.57	0.57	37.24082	-121.778693		OR	2	SB 101 rm-n-diag	DT537	a2-N-37-085-00057	799337	433488	2014_02_21
2429	404432	85	N	4	85	68000.0	.57	0.57	37.24082	-121.778693		OR	2	SB 101 rm-n-diag	DT537	a2-N-37-085-00057	799337	433488	2013_12_13
5073	404432	85	N	4	85	68000.0	.57	0.57	37.24082	-121.778693		OR	2	SB 101 rm-n-diag	DT537	a2-N-37-085-00057	799337	433488	2014_03_07
2430	404433	85	N	4	85	17610.0	19.36	19.536	37.344713	-122.059766	1.12	ML	3	0.5 mi N of W. Homestead	Z77706	J3-N-37-085-01936	977706	433186	2013_12_13
2431	404434	85	N	4	85	10340.0	12.07	12.246	37.265521	-121.98154	1.18	ML	3	N of Winchester Blvd.	Z80735	U3-N-37-085-01207	980735	433194	2013_12_13
2432	404435	85	N	4	85	17610.0	17.96	18.136	37.326592	-122.050852	0.935	ML	3	0.42 Mile S of I-280	Z80736	U3-N-37-085-01796	980736	433200	2013_12_13
2433	404436	85	N	4	85	49670.0	21.91	22.086	37.380536	-122.067758	1.225	ML	3	0.3 mi S of SR-237	Z77291	U3-N-37-085-02191	977291	432922	2013_12_13
2434	404437	85	N	4	85	49670.0	23.17	23.346	37.398726	-122.069293	0.785	ML	3	0.45 mi N of Central Expwy	Z77292	U3-N-37-085-02317	977292	432931	2013_12_13
3827	404438	85	N	4	85	68000.0	.22	0.22	37.241688	-121.772849		OR	2	Bernal Rd on diag	DTB98	a2-N-37-085-00022	799336	433641	2014_02_21
5074	404438	85	N	4	85	68000.0	.22	0.22	37.241688	-121.772849		OR	2	Bernal Rd on diag	DTB98	a2-N-37-085-00022	799336	433641	2014_03_07
2435	404438	85	N	4	85	68000.0	.22	0.22	37.241688	-121.772849		OR	2	Bernal Rd on diag	DTB98	a2-N-37-085-00022	799336	433641	2013_12_13
2436	404439	85	N	4	85	68000.0	.22	0.22	37.241688	-121.772849	0.205	ML	3	Bernal Rd rm-n-diag	DTB98	L3-N-37-085-00022	997095	420782	2013_12_13
2437	404440	85	S	4	85	77000.0	19.36	19.536	37.344708	-122.059991	1.12	ML	3	0.5 mi N of W. Homestead	Z77288	U3-S-37-085-01936	977288	432854	2013_12_13
3828	404441	85	S	4	85		20.72	20.896	37.364121	-122.06301	0.855	ML	3	0.85 mi N of Fremont Ave	Z77290	U3-S-37-085-02072	977390	432879	2014_02_21
2438	404441	85	S	4	85		20.72	20.896	37.364121	-122.06301	0.855	ML	3	0.85 mi N of Fremont Ave	Z77290	U3-S-37-085-02072	977390	432879	2013_12_13
5075	404441	85	S	4	85		20.72	20.896	37.364121	-122.06301	0.855	ML	3	0.85 mi N of Fremont Ave	Z77290	U3-S-37-085-02072	977390	432879	2014_03_07
2439	404442	85	S	4	85	68000.0	.1	0.1	37.241444	-121.769405	0.16	ML	1	oppo NB 101/Bernal Rd	DT327	L1-S-37-085-00010	998507	433475	2013_12_13
2440	404443	85	S	4	85	68000.0	.1	0.1	37.241444	-121.769405		OR	2	NB 101 on	DT327	a2-N-37-085-00010	799334	433477	2013_12_13
5076	404443	85	S	4	85	68000.0	.1	0.1	37.241444	-121.769405		OR	2	NB 101 on	DT327	a2-N-37-085-00010	799334	433477	2014_03_07
3829	404443	85	S	4	85	68000.0	.1	0.1	37.241444	-121.769405		OR	2	NB 101 on	DT327	a2-N-37-085-00010	799334	433477	2014_02_21
2441	404444	85	S	4	85	10340.0	12.07	12.246	37.265311	-121.981694	1.18	ML	3	N of Winchester Blvd.	Z80735	U3-S-37-085-01207	981735	433195	2013_12_13
2442	404445	85	S	4	85	17610.0	17.96	18.136	37.326539	-122.051081	0.935	ML	4	0.42 Mile S of I-280	Z80737	U4-S-37-085-01796	980737	433206	2013_12_13
2443	404446	85	S	4	85	49670.0	21.91	22.086	37.380521	-122.068014	0.885	ML	3	0.3 mi S of SR-237	Z77291	U3-S-37-085-02191	977391	432923	2013_12_13
2444	404447	85	S	4	85	49670.0	23.17	23.346	37.398692	-122.069532	0.495	ML	3	0.45 mi N of Central Expwy	Z77292	U3-S-37-085-02317	977392	432932	2013_12_13
2445	404448	85	S	4	85	68000.0	.22	0.22	37.241502	-121.772811	0.82	ML	3	Bernal Rd rm-n-diag	DTB98	L3-S-37-085-00022	997096	421202	2013_12_13
2446	404449	85	S	4	85	68000.0	.22	0.22	37.241502	-121.772811		FR	1	Bernal Rd off	DTB98	z1-S-37-085-00022	755245	433643	2013_12_13
3830	404449	85	S	4	85	68000.0	.22	0.22	37.241502	-121.772811		FR	1	Bernal Rd off	DTB98	z1-S-37-085-00022	755245	433643	2014_02_21
5077	404449	85	S	4	85	68000.0	.22	0.22	37.241502	-121.772811		FR	1	Bernal Rd off	DTB98	z1-S-37-085-00022	755245	433643	2014_03_07
2447	404451	87	N	4	85	68000.0	1.22	1.22	37.272621	-121.862275	0.24	ML	2	oppo Capital expwy rm-s-diag	DTB99	L2-N-37-087-00122	998098	417794	2013_12_13
2448	404452	87	N	4	85	68000.0	2.12	2.12	37.284842	-121.867529	0.3	ML	2	1600' N of Hillsdale Ave	DT198	L2-N-37-087-00212	187109	417413	2013_12_13
2449	404453	87	N	4	85	68000.0	4	4.0	37.309236	-121.882418	0.41	ML	2	600' S of Alma Ave	DT130	L2-N-37-087-00400	187115	417429	2013_12_13
2450	404454	87	N	4	85	68000.0	6.22	6.22	37.338329	-121.898202	0.27	ML	2	0.27 Mile S of Coleman Ave.	Z80738	U2-N-37-087-00622	980738	433212	2013_12_13
2451	404461	87	S	4	85	68000.0	4	4.0	37.309076	-121.882705	0.41	ML	2	600' S of Alma Ave	DT130	L2-S-37-087-00400	87118	417593	2013_12_13
2452	404462	87	S	4	85	68000.0	1.22	1.22	37.272598	-121.862687	0.24	ML	2	Capital expwy rm-s-diag	DTB99	L2-S-37-087-00122	998097	417958	2013_12_13
2453	404463	87	S	4	85	68000.0	6.22	6.22	37.338287	-121.898356	0.28	ML	2	0.27 Mile S of Coleman Ave.	Z80738	U2-S-37-087-00622	981738	433213	2013_12_13
2454	404507	101	N	4	75	67000.0	1.1	429.394	37.72349	-122.40102	0.225	ML	3	1.44 mi N of Bayshore Blvd	Z65591	U3-N-34-101-00110	965591	432733	2013_12_13
2455	404508	101	N	4	75	67000.0	3.7	431.994	37.758744	-122.40546	0.135	ML	4	0.84 mi N of Cesar Chavez	Z65592	J4-N-34-101-00370	965592	432740	2013_12_13
2456	404510	101	N	4	85	68000.0	27.65	376.921	37.249359	-121.781894	0.45	ML	4	0.58 mi N of Bernal Rd	Z77304	J4-N-37-101-02765	977304	433043	2013_12_13
2457	404511	101	N	4	85	77000.0	43.64	393.277	37.390212	-121.992287	0.265	ML	4	N of Great America Pkwy	Z77307	J4-N-37-101-04364	977307	433067	2013_12_13
2458	404512	101	N	4	85	68000.0	41.16	390.797	37.378418	-121.949788	0.635	ML	4	0.44 mi N of De La Cruz Blvd.	Z77306	U4-N-37-101-04116	977306	433083	2013_12_13
2459	404513	101	N	4	85	68000.0	27.22	376.491	37.245818	-121.775473		OR	1	Bernal Rd on	DT770	a1-N-37-101-02722	799339	433509	2013_12_13
5078	404513	101	N	4	85	68000.0	27.22	376.491	37.245818	-121.775473		OR	1	Bernal Rd on	DT770	a1-N-37-101-02722	799339	433509	2014_03_07
3831	404513	101	N	4	85	68000.0	27.22	376.491	37.245818	-121.775473		OR	1	Bernal Rd on	DT770	a1-N-37-101-02722	799339	433509	2014_02_21
3832	404515	101	N	4	85		25.33	374.601	37.229897	-121.747579	1.035	ML	4	1.97 Mile N of Bailey Ave	Z81304	U4-N-37-101-02533	981304	433389	2014_02_21
2460	404515	101	N	4	85		25.33	374.601	37.229897	-121.747579	1.035	ML	4	1.97 Mile N of Bailey Ave	Z81304	U4-N-37-101-02533	981304	433389	2013_12_13
5079	404515	101	N	4	85		25.33	374.601	37.229897	-121.747579	1.035	ML	4	1.97 Mile N of Bailey Ave	Z81304	U4-N-37-101-02533	981304	433389	2014_03_07
5080	404516	101	N	4	81	68252.0	12.77	414.957	37.563354	-122.305645	0.155	ML	5	0.92 mi N of SR-92	Z65577	U5-N-35-101-01277	965577	432834	2014_03_07
2461	404516	101	N	4	81	68252.0	12.77	414.957	37.563354	-122.305645	0.2	ML	5	0.92 mi N of SR-92	Z65577	U5-N-35-101-01277	965577	432834	2013_12_13
3833	404517	101	N	4	85	68000.0	42.08	391.717	37.382586	-121.965617		FR	1	San Tomas Expwy off	DT238	z1-N-37-101-04208	755088	430361	2014_02_21
2462	404517	101	N	4	85	68000.0	42.08	391.717	37.382586	-121.965617		FR	1	San Tomas Expwy off	DT238	z1-N-37-101-04208	755088	430361	2013_12_13
5081	404517	101	N	4	85	68000.0	42.08	391.717	37.382586	-121.965617		FR	1	San Tomas Expwy off	DT238	z1-N-37-101-04208	755088	430361	2014_03_07
2463	404519	101	N	4	85	68000.0	28.79	378.423	37.26409	-121.800811	0.581	ML	4	Blossom Hill Rd rm-n-diag	DTB83	L4-N-37-101-02879	998221	422554	2013_12_13
2464	404520	101	N	4	81	8310.0	24.77	426.957	37.689373	-122.390539	0.64	ML	4	S of Sierra Point Pkwy/Lagoon	DT301	L4-N-35-101-02477	999379	422398	2013_12_13
5082	404520	101	N	4	81	8310.0	24.77	426.957	37.689373	-122.390539	0.465	ML	4	S of Sierra Point Pkwy/Lagoon	DT301	L4-N-35-101-02477	999379	422398	2014_03_07
2465	404521	101	N	4	85	68000.0	42.08	391.717	37.382586	-121.965617	0.515	ML	4	San Tomas Expwy  rm-n-loop	DT238	l4-N-37-101-04208	998167	422638	2013_12_13
2466	404522	101	N	4	85	77000.0	46.48	396.117	37.402071	-122.041627	0.725	ML	4	NB 101 to WB 237 I/C	DT816	L4-N-37-101-04648	998894	422686	2013_12_13
2467	404523	101	N	4	85	49670.0	47.65	397.287	37.406818	-122.062101	0.265	ML	4	Ellis St off-s-diag	DT582	L4-N-37-101-04765	998893	422698	2013_12_13
2468	404524	101	N	4	85	55282.0	52.16	401.797	37.448865	-122.122783	0.25	ML	4	100' N of Embarcadero Rd	DT080	L4-N-37-101-05216	107290	422710	2013_12_13
2469	404528	101	N	4	75	67000.0	.17	428.464	37.710864	-122.395412	0.304	ML	5	Blanken Ave	DT227	L5-N-34-101-00017	101377	426301	2013_12_13
2470	404529	101	N	4	81	20970.0	.04	402.227	37.453194	-122.128273	0.518	ML	4	San Francisquito Cr	DT245	L4-N-35-101-00004	998913	422158	2013_12_13
2471	404531	101	N	4	81	60102.0	5.83	408.017	37.491812	-122.219838	0.215	ML	5	S of Maple st OC	DT053	L5-N-35-101-00583	101520	426371	2013_12_13
2472	404532	101	N	4	81	60102.0	6.2	408.387	37.49432	-122.225804	0.385	ML	5	N of Redwood Creek	DT054	L5-N-35-101-00620	101522	426378	2013_12_13
2473	404533	101	N	4	81	20970.0	1.44	403.627	37.46526	-122.148841	0.355	ML	4	N of Addison Ave	DT041	L4-N-35-101-00144	103259	422176	2013_12_13
2474	404534	101	N	4	81	46870.0	2.31	404.497	37.472754	-122.161627	0.295	ML	4	N of Henderson Ave.	DT044	L4-N-35-101-00231	103267	422194	2013_12_13
3834	404535	101	N	4	85	68000.0	28.79	378.423	37.26409	-121.800811		OR	2	Blossom Hill Rd on	DTB83	a2-N-37-101-02879	799202	429237	2014_02_21
5083	404535	101	N	4	85	68000.0	28.79	378.423	37.26409	-121.800811		OR	2	Blossom Hill Rd on	DTB83	a2-N-37-101-02879	799202	429237	2014_03_07
2475	404535	101	N	4	85	68000.0	28.79	378.423	37.26409	-121.800811		OR	2	Blossom Hill Rd on	DTB83	a2-N-37-101-02879	799202	429237	2013_12_13
2476	404536	101	N	4	85	68000.0	42.08	391.717	37.382586	-121.965617		OR	2	San Tomas Expwy on loop	DT238	a2-N-37-101-04208	799019	429269	2013_12_13
3835	404536	101	N	4	85	68000.0	42.08	391.717	37.382586	-121.965617		OR	2	San Tomas Expwy on loop	DT238	a2-N-37-101-04208	799019	429269	2014_02_21
5084	404536	101	N	4	85	68000.0	42.08	391.717	37.382586	-121.965617		OR	2	San Tomas Expwy on loop	DT238	a2-N-37-101-04208	799019	429269	2014_03_07
2477	404539	101	N	4	85	68000.0	38.8	388.437	37.368808	-121.908792	0.275	ML	5	Old Bayshore Hwy on-n-diag	DT809	L5-N-37-101-03880	998870	426525	2013_12_13
2478	404541	101	S	4	75	67000.0	1.1	429.43	37.723512	-122.401258	0.225	ML	3	1.44 mi N of Bayshore Blvd	Z65591	U3-S-34-101-00110	964591	432734	2013_12_13
2479	404542	101	S	4	85	68000.0	27.65	376.957	37.249085	-121.782141	0.42	ML	4	0.58 mi N of Bernal Rd	Z77305	U4-S-37-101-02765	977305	433050	2013_12_13
2480	404543	101	S	4	85	77000.0	43.64	393.313	37.39003	-121.992349	0.21	ML	4	N of Great America Pkwy	Z77308	U4-S-37-101-04364	977308	433073	2013_12_13
2481	404544	101	S	4	85	68000.0	41.16	390.833	37.378202	-121.949807	0.52	ML	4	0.44 mi N of De La Cruz Blvd.	Z77306	U4-S-37-101-04116	977206	433084	2013_12_13
2482	404545	101	S	4	85		26.78	376.087	37.241836	-121.769232		OR	2	SB 85 on	DT586	a2-S-37-101-02678	799340	433491	2013_12_13
3836	404545	101	S	4	85		26.78	376.087	37.241836	-121.769232		OR	2	SB 85 on	DT586	a2-S-37-101-02678	799340	433491	2014_02_21
5085	404545	101	S	4	85		26.78	376.087	37.241836	-121.769232		OR	2	SB 85 on	DT586	a2-S-37-101-02678	799340	433491	2014_03_07
5086	404546	101	S	4	85		26.79	376.097	37.241919	-121.76938		OR	2	Bernal Rd on	DT586	a2-S-37-101-02679	799341	433494	2014_03_07
3837	404546	101	S	4	85		26.79	376.097	37.241919	-121.76938		OR	2	Bernal Rd on	DT586	a2-S-37-101-02679	799341	433494	2014_02_21
2483	404546	101	S	4	85		26.79	376.097	37.241919	-121.76938		OR	2	Bernal Rd on	DT586	a2-S-37-101-02679	799341	433494	2013_12_13
2484	404547	101	S	4	85	68000.0	27.22	376.527	37.245551	-121.775718	0.26	ML	4	oppo Bernal Rd rm-n-diag	DT770	L4-S-37-101-02722	998509	433504	2013_12_13
2485	404548	101	S	4	85	68000.0	27.22	376.527	37.245551	-121.775718		FR	2	Bernal Rd off	DT770	z2-S-37-101-02722	755246	433512	2013_12_13
5087	404548	101	S	4	85	68000.0	27.22	376.527	37.245551	-121.775718		FR	2	Bernal Rd off	DT770	z2-S-37-101-02722	755246	433512	2014_03_07
3838	404548	101	S	4	85	68000.0	27.22	376.527	37.245551	-121.775718		FR	2	Bernal Rd off	DT770	z2-S-37-101-02722	755246	433512	2014_02_21
5088	404549	101	S	4	85		25.33	374.637	37.229641	-121.747817	1.075	ML	4	1.97 Mile N of Bailey Ave	Z81304	U4-S-37-101-02533	980304	433399	2014_03_07
2486	404549	101	S	4	85		25.33	374.637	37.229641	-121.747817	1.075	ML	4	1.97 Mile N of Bailey Ave	Z81304	U4-S-37-101-02533	980304	433399	2013_12_13
3839	404549	101	S	4	85		25.33	374.637	37.229641	-121.747817	1.075	ML	4	1.97 Mile N of Bailey Ave	Z81304	U4-S-37-101-02533	980304	433399	2014_02_21
2487	404550	101	S	4	85	68000.0	28.79	378.459	37.263895	-121.80104		FR	2	Blossom Hill Rd off	DTB83	z2-S-37-101-02879	755030	430026	2013_12_13
5089	404550	101	S	4	85	68000.0	28.79	378.459	37.263895	-121.80104		FR	2	Blossom Hill Rd off	DTB83	z2-S-37-101-02879	755030	430026	2014_03_07
3840	404550	101	S	4	85	68000.0	28.79	378.459	37.263895	-121.80104		FR	2	Blossom Hill Rd off	DTB83	z2-S-37-101-02879	755030	430026	2014_02_21
2488	404551	101	S	4	85	77000.0	44.87	394.543	37.395734	-122.013489		FR	1	Fair Oaks Ave off diag	DTB85	z1-S-37-101-04487	755024	430157	2013_12_13
5090	404551	101	S	4	85	77000.0	44.87	394.543	37.395734	-122.013489		FR	1	Fair Oaks Ave off diag	DTB85	z1-S-37-101-04487	755024	430157	2014_03_07
3841	404551	101	S	4	85	77000.0	44.87	394.543	37.395734	-122.013489		FR	1	Fair Oaks Ave off diag	DTB85	z1-S-37-101-04487	755024	430157	2014_02_21
2489	404552	101	S	4	85	49670.0	47.65	397.323	37.406628	-122.062152		FR	1	Ellis St off	DT582	z1-S-37-101-04765	755116	430148	2013_12_13
5091	404552	101	S	4	85	49670.0	47.65	397.323	37.406628	-122.062152		FR	1	Ellis St off	DT582	z1-S-37-101-04765	755116	430148	2014_03_07
3842	404552	101	S	4	85	49670.0	47.65	397.323	37.406628	-122.062152		FR	1	Ellis St off	DT582	z1-S-37-101-04765	755116	430148	2014_02_21
2490	404553	101	S	4	85	77000.0	44.87	394.543	37.395734	-122.013489	0.2	ML	4	Fair Oaks Ave rm-s-loop	DTB85	L4-S-37-101-04487	998187	424588	2013_12_13
2491	404554	101	S	4	85	77000.0	46.48	396.153	37.401893	-122.041683	0.395	ML	4	NB 101 to WB 237 I/C	DT816	L4-S-37-101-04648	998895	424612	2013_12_13
2492	404555	101	S	4	85	49670.0	47.65	397.323	37.406628	-122.062152	0.25	ML	4	Ellis St off-s-diag	DT582	L4-S-37-101-04765	998892	424624	2013_12_13
2493	404558	101	S	4	81	55282.0	.05	402.273	37.45312	-122.128551	0.467	ML	4	San Francisquito Cr	DT245	L4-S-35-101-00005	998914	419214	2013_12_13
2494	404559	101	S	4	81	20970.0	1.44	403.663	37.465121	-122.148973	0.295	ML	4	N of Addison Ave	DT041	L4-S-35-101-00144	102250	419232	2013_12_13
2495	404560	101	S	4	81	46870.0	2.31	404.533	37.472595	-122.161772	0.29	ML	4	N of Henderson Ave.	DT044	L4-S-35-101-00231	104258	419250	2013_12_13
2496	404561	101	S	4	85	55282.0	51.89	401.563	37.445696	-122.119856	0.275	ML	4	Oregon Expwy rm-s-diag	DT224	L4-S-37-101-05189	101242	419352	2013_12_13
5092	404562	101	S	4	81	68252.0	12.77	414.993	37.563224	-122.305858	0.395	ML	4	0.92 mi N of SR-92	Z65578	U4-S-35-101-01277	965578	432847	2014_03_07
2497	404562	101	S	4	81	68252.0	12.77	414.993	37.563224	-122.305858	0.47	ML	4	0.92 mi N of SR-92	Z65578	U4-S-35-101-01277	965578	432847	2013_12_13
2498	404563	101	S	4	85	55282.0	51.95	401.623	37.446362	-122.120546	0.135	ML	4	EMBARCADERO RD  RM-S-COLL	DT225	L4-S-37-101-05195	998213	419358	2013_12_13
2499	404564	101	S	4	85	55282.0	52.16	401.833	37.448717	-122.123019	0.225	ML	4	100' N of Embarcadero Rd	DT080	L4-S-37-101-05216	107300	419364	2013_12_13
2500	404565	101	S	4	85	77000.0	44.87	394.543	37.395734	-122.013489		OR	2	Fair Oaks Ave on loop	DTB85	a2-S-37-101-04487	799029	429417	2013_12_13
5093	404565	101	S	4	85	77000.0	44.87	394.543	37.395734	-122.013489		OR	2	Fair Oaks Ave on loop	DTB85	a2-S-37-101-04487	799029	429417	2014_03_07
3843	404565	101	S	4	85	77000.0	44.87	394.543	37.395734	-122.013489		OR	2	Fair Oaks Ave on loop	DTB85	a2-S-37-101-04487	799029	429417	2014_02_21
2501	404566	101	S	4	85	55282.0	51.89	401.563	37.445696	-122.119856		OR	2	Oregon expwy on diag	DT224	a2-S-37-101-05189	799153	429445	2013_12_13
5094	404566	101	S	4	85	55282.0	51.89	401.563	37.445696	-122.119856		OR	2	Oregon expwy on diag	DT224	a2-S-37-101-05189	799153	429445	2014_03_07
3844	404566	101	S	4	85	55282.0	51.89	401.563	37.445696	-122.119856		OR	2	Oregon expwy on diag	DT224	a2-S-37-101-05189	799153	429445	2014_02_21
2502	404567	101	S	4	85	68000.0	38.8	388.473	37.368577	-121.908867	0.93	ML	5	Old Bayshore Hwy on-n-diag	DT809	L5-S-37-101-03880	998871	427050	2013_12_13
2503	404569	101	S	4	75	67000.0	.17	428.5	37.710838	-122.395652	0.34	ML	4	Blanken Ave	DT227	L4-S-34-101-00017	101334	422044	2013_12_13
2504	404572	101	S	4	81	60102.0	4.69	406.913	37.486799	-122.200441	0.425	ML	5	N of Marsh Rd	DT049	L5-S-35-101-00469	101519	426868	2013_12_13
2505	404573	101	S	4	81	60102.0	5.83	408.053	37.49171	-122.220042	0.21	ML	5	S of Maple st OC	DT053	L5-S-35-101-00583	101521	426882	2013_12_13
2506	404574	101	S	4	81	60102.0	6.2	408.423	37.494154	-122.225964	0.385	ML	5	N of Redwood Creek	DT054	L5-S-35-101-00620	101523	426889	2013_12_13
2507	404575	101	S	4	81	8310.0	24.77	426.993	37.689407	-122.390851	0.64	ML	4	S of Sierra Point Pkwy/Lagoon	DT301	L4-S-35-101-02477	999380	419832	2013_12_13
5095	404575	101	S	4	81	8310.0	24.77	426.993	37.689407	-122.390851	0.475	ML	4	S of Sierra Point Pkwy/Lagoon	DT301	L4-S-35-101-02477	999380	419832	2014_03_07
3845	404583	205	E	4	77		2.38	3.31	37.74122	-121.513181	4.91	ML	3	E of Hansen Rd	DT182	L3-E-29-205-00238	101593	418686	2014_02_21
5096	404583	205	E	4	77		2.38	3.31	37.74122	-121.513181	4.91	ML	3	E of Hansen Rd	DT182	L3-E-29-205-00238	101593	418686	2014_03_07
2508	404583	205	E	4	77		2.38	3.31	37.74122	-121.513181	4.91	ML	3	E of Hansen Rd	DT182	L3-E-29-205-00238	101593	418686	2013_12_13
2509	404585	237	E	4	85	77000.0	3.97	4.027	37.406761	-122.009541	2.89	ML	3	Fair Oaks Ave. off ramp	DT592	L3-E-37-237-00397	998898	420552	2013_12_13
2510	404586	237	W	4	85	77000.0	3.97	4.027	37.406939	-122.009566	0.86	ML	3	Fair Oaks Ave. off ramp	DT592	L3-W-37-237-00397	998899	418906	2013_12_13
2511	404594	280	N	4	81	17918.0	26.69	49.23	37.698144	-122.471271	1.205	ML	5	0.97 mi N of San Pedro Rd	Z65583	J5-N-35-280-02669	Z65583	432886	2013_12_13
2512	404595	280	N	4	85	43294.0	16.7	18.082	37.373027	-122.144345	1.35	ML	4	0.16 Mile N of La Barranca Way	Z80745	U4-N-37-280-01670	980745	433016	2013_12_13
2513	404596	280	N	4	81		8.01	30.556	37.486494	-122.298067	1.33	ML	4	1.4 Mile N of Edgewood Rd	Z80746	J4-N-35-280-00801	980746	433025	2013_12_13
3846	404596	280	N	4	81		8.01	30.556	37.486494	-122.298067	1.33	ML	4	1.4 Mile N of Edgewood Rd	Z80746	J4-N-35-280-00801	980746	433025	2014_02_21
5097	404596	280	N	4	81		8.01	30.556	37.486494	-122.298067	1.33	ML	4	1.4 Mile N of Edgewood Rd	Z80746	J4-N-35-280-00801	980746	433025	2014_03_07
2514	404597	280	N	4	85	17610.0	9.08	10.462	37.334524	-122.025858	0.59	ML	4	0.33 mi S of N. DeAnza Blvd	Z77301	U4-N-37-280-00908	977301	433061	2013_12_13
3847	404598	280	N	4	81		.97	22.977	37.415016	-122.209737	1.492	ML	4	0.60 mi S of Sand Hill Rd	Z81281	U4-N-35-280-00097	981281	433378	2014_02_21
5098	404598	280	N	4	81		.97	22.977	37.415016	-122.209737	1.492	ML	4	0.60 mi S of Sand Hill Rd	Z81281	U4-N-35-280-00097	981281	433378	2014_03_07
2515	404598	280	N	4	81		.97	22.977	37.415016	-122.209737	1.492	ML	4	0.60 mi S of Sand Hill Rd	Z81281	U4-N-35-280-00097	981281	433378	2013_12_13
3848	404599	280	N	4	81		2.2	24.207	37.424035	-122.228301	1.315	ML	4	1.10 mi S of SR-84	Z81282	U4-N-35-280-00220	981282	433400	2014_02_21
2516	404599	280	N	4	81		2.2	24.207	37.424035	-122.228301	1.315	ML	4	1.10 mi S of SR-84	Z81282	U4-N-35-280-00220	981282	433400	2013_12_13
5099	404599	280	N	4	81		2.2	24.207	37.424035	-122.228301	1.315	ML	4	1.10 mi S of SR-84	Z81282	U4-N-35-280-00220	981282	433400	2014_03_07
2517	404600	280	N	4	81	86440.0	3.6	25.607	37.438251	-122.246466	1.4	ML	4	0.35 mi N of SR-84	Z81285	U4-N-35-280-00360	981285	433422	2013_12_13
2518	404601	280	N	4	81	86440.0	5	27.007	37.444559	-122.269235	1.215	ML	4	0.43 mi N of Farm Hill Blvd.	Z81291	U4-N-35-280-00500	981291	433434	2013_12_13
